Date,Day,CodedDay,Zone,Weather,Temperature,Traffic,year,month,day,is_weekend
2017-09-09,Friday,5,101,39,24,Heavy,2017,9,9,0
2017-06-23,Thursday,4,106,10,37,Heavy,2017,6,23,0
2017-08-06,Saturday,6,110,22,7,Heavy,2017,8,6,1
2017-07-23,Saturday,6,51,13,44,Heavy,2017,7,23,1
2017-11-19,Saturday,6,36,14,37,Heavy,2017,11,19,1
2017-05-06,Friday,5,59,1,40,Heavy,2017,5,6,0
2017-05-10,Tuesday,2,38,15,28,Heavy,2017,5,10,0
2017-02-05,Saturday,6,69,7,14,Heavy,2017,2,5,1
2017-03-21,Monday,1,78,13,8,Heavy,2017,3,21,0
2017-08-16,Tuesday,2,17,21,35,Heavy,2017,8,16,0
2017-01-25,Wednesday,3,106,23,7,Heavy,2017,1,25,0
2017-01-20,Friday,5,42,38,22,Heavy,2017,1,20,0
2017-12-03,Saturday,6,73,40,34,Heavy,2017,12,3,1
2017-03-30,Wednesday,3,36,25,21,Heavy,2017,3,30,0
2017-09-15,Thursday,4,46,24,43,Heavy,2017,9,15,0
2017-11-14,Monday,1,105,40,7,Heavy,2017,11,14,0
2017-06-20,Monday,1,119,43,14,Heavy,2017,6,20,0
2017-09-13,Tuesday,2,56,28,20,Heavy,2017,9,13,0
2017-12-10,Saturday,6,121,42,37,Heavy,2017,12,10,1
2017-07-14,Thursday,4,34,46,29,Heavy,2017,7,14,0
2017-08-03,Wednesday,3,16,33,42,Heavy,2017,8,3,0
2017-06-19,Sunday,7,120,26,17,Heavy,2017,6,19,1
2017-08-29,Monday,1,68,37,17,Heavy,2017,8,29,0
2017-12-20,Tuesday,2,95,22,6,Heavy,2017,12,20,0
2017-12-18,Sunday,7,107,34,44,Heavy,2017,12,18,1
2017-08-17,Wednesday,3,113,42,19,Heavy,2017,8,17,0
2017-01-29,Sunday,7,91,38,35,Heavy,2017,1,29,1
2017-09-04,Sunday,7,102,1,11,Heavy,2017,9,4,1
2017-06-30,Thursday,4,114,7,42,Heavy,2017,6,30,0
2017-04-05,Tuesday,2,71,21,24,Heavy,2017,4,5,0
2017-09-23,Friday,5,63,27,18,Heavy,2017,9,23,0
2017-11-29,Tuesday,2,124,1,43,Heavy,2017,11,29,0
2017-03-21,Monday,1,16,2,41,Heavy,2017,3,21,0
2017-01-09,Monday,1,101,18,42,Heavy,2017,1,9,0
2017-06-07,Tuesday,2,62,32,12,Heavy,2017,6,7,0
2017-05-01,Sunday,7,83,0,35,Heavy,2017,5,1,1
2017-05-16,Monday,1,61,23,16,Heavy,2017,5,16,0
2017-06-16,Thursday,4,26,45,18,Heavy,2017,6,16,0
2017-04-17,Sunday,7,68,21,28,Heavy,2017,4,17,1
2017-02-01,Tuesday,2,71,3,6,Heavy,2017,2,1,0
2017-11-23,Wednesday,3,58,45,14,Heavy,2017,11,23,0
2017-09-25,Sunday,7,38,33,10,Heavy,2017,9,25,1
2017-05-12,Thursday,4,123,37,11,Heavy,2017,5,12,0
2017-09-29,Thursday,4,49,35,23,Heavy,2017,9,29,0
2017-10-17,Monday,1,23,23,34,Heavy,2017,10,17,0
2017-01-23,Monday,1,127,29,38,Heavy,2017,1,23,0
2017-10-28,Friday,5,50,19,43,Heavy,2017,10,28,0
2017-04-23,Saturday,6,27,44,37,Heavy,2017,4,23,1
2017-06-18,Saturday,6,103,32,32,Heavy,2017,6,18,1
2017-05-22,Sunday,7,106,0,11,Heavy,2017,5,22,1
2017-08-11,Thursday,4,78,30,20,Heavy,2017,8,11,0
2017-07-16,Saturday,6,19,30,35,Heavy,2017,7,16,1
2017-12-30,Friday,5,52,1,45,Heavy,2017,12,30,0
2017-11-06,Sunday,7,65,36,41,Heavy,2017,11,6,1
2017-05-28,Saturday,6,72,38,11,Heavy,2017,5,28,1
2017-08-25,Thursday,4,59,7,12,Heavy,2017,8,25,0
2017-11-08,Tuesday,2,39,0,18,Heavy,2017,11,8,0
2017-02-11,Friday,5,94,23,15,Heavy,2017,2,11,0
2017-04-26,Tuesday,2,63,39,32,Heavy,2017,4,26,0
2017-03-02,Wednesday,3,80,29,45,Heavy,2017,3,2,0
2017-12-09,Friday,5,120,38,6,Heavy,2017,12,9,0
2017-06-08,Wednesday,3,115,24,23,Heavy,2017,6,8,0
2017-10-28,Friday,5,95,30,19,Heavy,2017,10,28,0
2017-10-12,Wednesday,3,59,29,30,Heavy,2017,10,12,0
2017-07-27,Wednesday,3,93,19,43,Heavy,2017,7,27,0
2017-08-24,Wednesday,3,129,35,24,Heavy,2017,8,24,0
2017-09-17,Saturday,6,48,7,30,Heavy,2017,9,17,1
2017-03-26,Saturday,6,41,33,9,Heavy,2017,3,26,1
2017-09-23,Friday,5,105,18,13,Heavy,2017,9,23,0
2017-01-25,Wednesday,3,15,22,21,Heavy,2017,1,25,0
2017-10-17,Monday,1,36,40,24,Heavy,2017,10,17,0
2017-01-11,Wednesday,3,25,43,25,Heavy,2017,1,11,0
2017-01-16,Monday,1,84,26,41,Heavy,2017,1,16,0
2017-01-09,Monday,1,125,13,13,Heavy,2017,1,9,0
2017-06-01,Wednesday,3,98,13,21,Heavy,2017,6,1,0
2017-07-15,Friday,5,81,4,23,Heavy,2017,7,15,0
2017-04-28,Thursday,4,66,43,31,Heavy,2017,4,28,0
2017-08-05,Friday,5,40,7,17,Heavy,2017,8,5,0
2017-07-24,Sunday,7,109,31,44,Heavy,2017,7,24,1
2017-03-26,Saturday,6,128,6,24,Heavy,2017,3,26,1
2017-01-28,Saturday,6,15,21,15,Heavy,2017,1,28,1
2017-06-19,Sunday,7,15,16,28,Heavy,2017,6,19,1
2017-10-20,Thursday,4,105,46,24,Heavy,2017,10,20,0
2017-06-23,Thursday,4,45,13,31,Heavy,2017,6,23,0
2017-02-11,Friday,5,33,24,13,Heavy,2017,2,11,0
2017-09-01,Thursday,4,96,47,12,Heavy,2017,9,1,0
2017-06-11,Saturday,6,43,13,35,Heavy,2017,6,11,1
2017-01-18,Wednesday,3,88,20,34,Heavy,2017,1,18,0
2017-06-07,Tuesday,2,47,25,20,Heavy,2017,6,7,0
2017-03-01,Tuesday,2,56,1,14,Heavy,2017,3,1,0
2017-12-15,Thursday,4,73,22,14,Heavy,2017,12,15,0
2017-07-29,Friday,5,36,28,38,Heavy,2017,7,29,0
2017-01-01,Sunday,7,76,11,16,Heavy,2017,1,1,1
2017-08-05,Friday,5,130,9,25,Heavy,2017,8,5,0
2017-06-23,Thursday,4,117,11,38,Heavy,2017,6,23,0
2017-11-08,Tuesday,2,18,44,43,Heavy,2017,11,8,0
2017-10-10,Monday,1,42,2,28,Heavy,2017,10,10,0
2017-06-30,Thursday,4,101,9,32,Heavy,2017,6,30,0
2017-08-27,Saturday,6,105,15,42,Heavy,2017,8,27,1
2017-02-21,Monday,1,32,46,34,Heavy,2017,2,21,0
2017-01-27,Friday,5,89,6,30,Heavy,2017,1,27,0
2017-10-24,Monday,1,16,22,37,Heavy,2017,10,24,0
2017-09-01,Thursday,4,88,17,34,Heavy,2017,9,1,0
2017-04-10,Sunday,7,40,30,6,Heavy,2017,4,10,1
2017-12-13,Tuesday,2,85,39,9,Heavy,2017,12,13,0
2017-12-11,Sunday,7,78,2,26,Heavy,2017,12,11,1
2017-03-19,Saturday,6,42,15,45,Heavy,2017,3,19,1
2017-10-25,Tuesday,2,99,31,13,Heavy,2017,10,25,0
2017-06-30,Thursday,4,119,9,13,Heavy,2017,6,30,0
2017-03-11,Friday,5,15,36,38,Heavy,2017,3,11,0
2017-11-05,Saturday,6,24,37,36,Heavy,2017,11,5,1
2017-04-30,Saturday,6,34,46,23,Heavy,2017,4,30,1
2017-10-22,Saturday,6,35,17,18,Heavy,2017,10,22,1
2017-04-30,Saturday,6,95,27,8,Heavy,2017,4,30,1
2017-04-21,Thursday,4,62,44,44,Heavy,2017,4,21,0
2017-08-04,Thursday,4,47,26,11,Heavy,2017,8,4,0
2017-12-24,Saturday,6,127,22,36,Heavy,2017,12,24,1
2017-12-08,Thursday,4,18,10,36,Heavy,2017,12,8,0
2017-03-04,Friday,5,79,13,31,Heavy,2017,3,4,0
2017-11-13,Sunday,7,16,37,7,Heavy,2017,11,13,1
2017-01-25,Wednesday,3,103,11,13,Heavy,2017,1,25,0
2017-08-18,Thursday,4,24,41,44,Heavy,2017,8,18,0
2017-01-28,Saturday,6,21,38,27,Heavy,2017,1,28,1
2017-12-13,Tuesday,2,119,13,37,Heavy,2017,12,13,0
2017-11-09,Wednesday,3,54,22,22,Heavy,2017,11,9,0
2017-10-07,Friday,5,91,5,15,Heavy,2017,10,7,0
2017-10-21,Friday,5,112,34,27,Heavy,2017,10,21,0
2017-12-21,Wednesday,3,115,7,20,Heavy,2017,12,21,0
2017-12-31,Saturday,6,25,12,45,Heavy,2017,12,31,1
2017-04-23,Saturday,6,28,2,14,Heavy,2017,4,23,1
2017-05-31,Tuesday,2,21,37,11,Heavy,2017,5,31,0
2017-05-23,Monday,1,44,38,34,Heavy,2017,5,23,0
2017-07-26,Tuesday,2,104,3,31,Heavy,2017,7,26,0
2017-07-08,Friday,5,110,40,9,Heavy,2017,7,8,0
2017-03-27,Sunday,7,114,0,19,Heavy,2017,3,27,1
2017-11-23,Wednesday,3,127,26,21,Heavy,2017,11,23,0
2017-07-13,Wednesday,3,44,8,27,Heavy,2017,7,13,0
2017-03-07,Monday,1,18,34,17,Heavy,2017,3,7,0
2017-06-20,Monday,1,32,12,31,Heavy,2017,6,20,0
2017-09-28,Wednesday,3,43,30,38,Heavy,2017,9,28,0
2017-04-17,Sunday,7,100,14,34,Heavy,2017,4,17,1
2017-09-22,Thursday,4,18,6,7,Heavy,2017,9,22,0
2017-09-07,Wednesday,3,44,14,9,Heavy,2017,9,7,0
2017-03-29,Tuesday,2,38,33,40,Heavy,2017,3,29,0
2017-04-13,Wednesday,3,108,36,22,Heavy,2017,4,13,0
2017-04-16,Saturday,6,51,31,14,Heavy,2017,4,16,1
2017-05-03,Tuesday,2,68,14,13,Heavy,2017,5,3,0
2017-07-14,Thursday,4,86,25,16,Heavy,2017,7,14,0
2017-01-12,Thursday,4,58,14,26,Heavy,2017,1,12,0
2017-10-13,Thursday,4,42,29,7,Heavy,2017,10,13,0
2017-04-23,Saturday,6,87,4,37,Heavy,2017,4,23,1
2017-10-24,Monday,1,117,26,31,Heavy,2017,10,24,0
2017-12-04,Sunday,7,18,29,28,Heavy,2017,12,4,1
2017-03-31,Thursday,4,78,46,31,Heavy,2017,3,31,0
2017-12-20,Tuesday,2,119,36,17,Heavy,2017,12,20,0
2017-10-25,Tuesday,2,97,2,25,Heavy,2017,10,25,0
2017-08-12,Friday,5,103,10,14,Heavy,2017,8,12,0
2017-11-21,Monday,1,90,6,41,Heavy,2017,11,21,0
2017-10-03,Monday,1,122,5,28,Heavy,2017,10,3,0
2017-11-25,Friday,5,32,37,17,Heavy,2017,11,25,0
2017-12-14,Wednesday,3,46,28,32,Heavy,2017,12,14,0
2017-03-10,Thursday,4,22,9,13,Heavy,2017,3,10,0
2017-11-21,Monday,1,75,35,6,Heavy,2017,11,21,0
2017-03-13,Sunday,7,31,32,38,Heavy,2017,3,13,1
2017-08-26,Friday,5,32,31,15,Heavy,2017,8,26,0
2017-03-30,Wednesday,3,95,24,44,Heavy,2017,3,30,0
2017-01-10,Tuesday,2,66,34,15,Heavy,2017,1,10,0
2017-04-14,Thursday,4,44,39,19,Heavy,2017,4,14,0
2017-11-16,Wednesday,3,114,29,39,Heavy,2017,11,16,0
2017-03-05,Saturday,6,59,35,36,Heavy,2017,3,5,1
2017-06-18,Saturday,6,128,35,32,Heavy,2017,6,18,1
2017-05-19,Thursday,4,34,46,38,Heavy,2017,5,19,0
2017-08-25,Thursday,4,113,21,37,Heavy,2017,8,25,0
2017-06-04,Saturday,6,44,0,24,Heavy,2017,6,4,1
2017-08-05,Friday,5,86,16,17,Heavy,2017,8,5,0
2017-12-10,Saturday,6,41,1,15,Heavy,2017,12,10,1
2017-10-27,Thursday,4,130,6,25,Heavy,2017,10,27,0
2017-12-15,Thursday,4,45,17,10,Heavy,2017,12,15,0
2017-10-01,Saturday,6,108,16,21,Heavy,2017,10,1,1
2017-10-14,Friday,5,91,30,15,Heavy,2017,10,14,0
2017-12-02,Friday,5,22,38,21,Heavy,2017,12,2,0
2017-09-20,Tuesday,2,41,36,28,Heavy,2017,9,20,0
2017-02-27,Sunday,7,39,45,28,Heavy,2017,2,27,1
2017-08-09,Tuesday,2,15,19,41,Heavy,2017,8,9,0
2017-02-17,Thursday,4,42,15,36,Heavy,2017,2,17,0
2017-01-15,Sunday,7,114,30,21,Heavy,2017,1,15,1
2017-10-23,Sunday,7,45,25,18,Heavy,2017,10,23,1
2017-09-10,Saturday,6,83,41,22,Heavy,2017,9,10,1
2017-03-01,Tuesday,2,78,2,41,Heavy,2017,3,1,0
2017-09-28,Wednesday,3,120,6,8,Heavy,2017,9,28,0
2017-04-04,Monday,1,93,14,24,Heavy,2017,4,4,0
2017-05-26,Thursday,4,105,17,36,Heavy,2017,5,26,0
2017-10-26,Wednesday,3,58,41,11,Heavy,2017,10,26,0
2017-07-30,Saturday,6,95,16,29,Heavy,2017,7,30,1
2017-01-15,Sunday,7,31,7,14,Heavy,2017,1,15,1
2017-10-30,Sunday,7,127,15,27,Heavy,2017,10,30,1
2017-12-26,Monday,1,64,3,12,Heavy,2017,12,26,0
2017-03-22,Tuesday,2,70,11,8,Heavy,2017,3,22,0
2017-09-22,Thursday,4,30,40,7,Heavy,2017,9,22,0
2017-11-09,Wednesday,3,74,29,10,Heavy,2017,11,9,0
2017-04-16,Saturday,6,103,8,41,Heavy,2017,4,16,1
2017-03-03,Thursday,4,127,8,21,Heavy,2017,3,3,0
2017-04-15,Friday,5,53,0,31,Heavy,2017,4,15,0
2017-06-29,Wednesday,3,64,19,27,Heavy,2017,6,29,0
2017-06-02,Thursday,4,71,14,13,Heavy,2017,6,2,0
2017-07-24,Sunday,7,117,13,12,Heavy,2017,7,24,1
2017-08-25,Thursday,4,16,17,6,Heavy,2017,8,25,0
2017-10-03,Monday,1,21,46,26,Heavy,2017,10,3,0
2017-05-19,Thursday,4,32,4,38,Heavy,2017,5,19,0
2017-12-27,Tuesday,2,89,36,28,Heavy,2017,12,27,0
2017-06-01,Wednesday,3,90,31,37,Heavy,2017,6,1,0
2017-01-10,Tuesday,2,88,47,14,Heavy,2017,1,10,0
2017-07-31,Sunday,7,81,46,26,Heavy,2017,7,31,1
2017-02-27,Sunday,7,81,19,39,Heavy,2017,2,27,1
2017-10-23,Sunday,7,29,25,28,Heavy,2017,10,23,1
2017-05-05,Thursday,4,38,34,24,Heavy,2017,5,5,0
2017-05-23,Monday,1,56,46,15,Heavy,2017,5,23,0
2017-04-14,Thursday,4,66,39,18,Heavy,2017,4,14,0
2017-09-18,Sunday,7,98,7,14,Heavy,2017,9,18,1
2017-03-26,Saturday,6,75,18,21,Heavy,2017,3,26,1
2017-01-22,Sunday,7,80,42,43,Heavy,2017,1,22,1
2017-10-03,Monday,1,125,22,32,Heavy,2017,10,3,0
2017-08-08,Monday,1,105,11,20,Heavy,2017,8,8,0
2017-08-26,Friday,5,93,18,42,Heavy,2017,8,26,0
2017-08-11,Thursday,4,28,33,32,Heavy,2017,8,11,0
2017-11-15,Tuesday,2,68,25,11,Heavy,2017,11,15,0
2017-07-26,Tuesday,2,32,43,12,Heavy,2017,7,26,0
2017-10-31,Monday,1,126,20,14,Heavy,2017,10,31,0
2017-03-13,Sunday,7,85,42,15,Heavy,2017,3,13,1
2017-02-17,Thursday,4,17,21,35,Heavy,2017,2,17,0
2017-05-12,Thursday,4,72,6,33,Heavy,2017,5,12,0
2017-11-15,Tuesday,2,101,23,33,Heavy,2017,11,15,0
2017-06-01,Wednesday,3,52,9,40,Heavy,2017,6,1,0
2017-02-27,Sunday,7,128,16,35,Heavy,2017,2,27,1
2017-02-17,Thursday,4,124,19,32,Heavy,2017,2,17,0
2017-06-28,Tuesday,2,58,6,44,Heavy,2017,6,28,0
2017-04-07,Thursday,4,125,42,39,Heavy,2017,4,7,0
2017-11-15,Tuesday,2,37,20,41,Heavy,2017,11,15,0
2017-03-31,Thursday,4,69,8,16,Heavy,2017,3,31,0
2017-02-23,Wednesday,3,111,26,7,Heavy,2017,2,23,0
2017-03-20,Sunday,7,61,1,44,Heavy,2017,3,20,1
2017-03-07,Monday,1,34,28,22,Heavy,2017,3,7,0
2017-10-06,Thursday,4,30,20,26,Heavy,2017,10,6,0
2017-12-21,Wednesday,3,57,6,14,Heavy,2017,12,21,0
2017-06-03,Friday,5,27,22,7,Heavy,2017,6,3,0
2017-05-05,Thursday,4,60,47,36,Heavy,2017,5,5,0
2017-12-07,Wednesday,3,62,2,27,Heavy,2017,12,7,0
2017-09-07,Wednesday,3,49,47,18,Heavy,2017,9,7,0
2017-08-01,Monday,1,66,37,34,Heavy,2017,8,1,0
2017-09-18,Sunday,7,47,3,27,Heavy,2017,9,18,1
2017-09-03,Saturday,6,15,46,14,Heavy,2017,9,3,1
2017-08-31,Wednesday,3,15,14,35,Heavy,2017,8,31,0
2017-09-16,Friday,5,93,35,33,Heavy,2017,9,16,0
2017-05-09,Monday,1,34,28,27,Heavy,2017,5,9,0
2017-11-04,Friday,5,104,47,32,Heavy,2017,11,4,0
2017-09-07,Wednesday,3,17,47,42,Heavy,2017,9,7,0
2017-02-21,Monday,1,88,7,30,Heavy,2017,2,21,0
2017-12-16,Friday,5,74,35,38,Heavy,2017,12,16,0
2017-03-20,Sunday,7,96,45,25,Heavy,2017,3,20,1
2017-06-12,Sunday,7,32,24,37,Heavy,2017,6,12,1
2017-07-30,Saturday,6,106,41,25,Heavy,2017,7,30,1
2017-03-16,Wednesday,3,67,3,6,Heavy,2017,3,16,0
2017-04-27,Wednesday,3,120,25,38,Heavy,2017,4,27,0
2017-10-01,Saturday,6,76,19,41,Heavy,2017,10,1,1
2017-07-16,Saturday,6,34,4,26,Heavy,2017,7,16,1
2017-03-13,Sunday,7,43,30,21,Heavy,2017,3,13,1
2017-02-01,Tuesday,2,64,32,34,Heavy,2017,2,1,0
2017-01-27,Friday,5,115,44,16,Heavy,2017,1,27,0
2017-10-10,Monday,1,59,36,37,Heavy,2017,10,10,0
2017-07-14,Thursday,4,42,33,39,Heavy,2017,7,14,0
2017-04-22,Friday,5,119,3,37,Heavy,2017,4,22,0
2017-02-11,Friday,5,70,19,42,Heavy,2017,2,11,0
2017-10-20,Thursday,4,20,39,39,Heavy,2017,10,20,0
2017-09-13,Tuesday,2,87,45,36,Heavy,2017,9,13,0
2017-09-12,Monday,1,118,22,33,Heavy,2017,9,12,0
2017-10-11,Tuesday,2,70,40,6,Heavy,2017,10,11,0
2017-06-14,Tuesday,2,48,18,43,Heavy,2017,6,14,0
2017-07-20,Wednesday,3,90,42,19,Heavy,2017,7,20,0
2017-05-23,Monday,1,96,18,34,Heavy,2017,5,23,0
2017-10-03,Monday,1,113,46,12,Heavy,2017,10,3,0
2017-01-19,Thursday,4,90,0,12,Heavy,2017,1,19,0
2017-12-20,Tuesday,2,50,46,22,Heavy,2017,12,20,0
2017-11-07,Monday,1,56,8,24,Heavy,2017,11,7,0
2017-12-30,Friday,5,86,18,26,Heavy,2017,12,30,0
2017-09-29,Thursday,4,111,40,38,Heavy,2017,9,29,0
2017-12-14,Wednesday,3,87,32,13,Heavy,2017,12,14,0
2017-05-09,Monday,1,111,31,42,Heavy,2017,5,9,0
2017-10-26,Wednesday,3,87,39,44,Heavy,2017,10,26,0
2017-02-02,Wednesday,3,22,27,19,Heavy,2017,2,2,0
2017-01-08,Sunday,7,48,10,20,Heavy,2017,1,8,1
2017-08-19,Friday,5,110,34,29,Heavy,2017,8,19,0
2017-11-04,Friday,5,19,10,25,Heavy,2017,11,4,0
2017-10-26,Wednesday,3,77,13,44,Heavy,2017,10,26,0
2017-06-12,Sunday,7,41,4,37,Heavy,2017,6,12,1
2017-02-19,Saturday,6,102,9,35,Heavy,2017,2,19,1
2017-03-07,Monday,1,127,38,23,Heavy,2017,3,7,0
2017-10-28,Friday,5,130,34,7,Heavy,2017,10,28,0
2017-11-25,Friday,5,41,17,32,Heavy,2017,11,25,0
2017-10-17,Monday,1,105,7,13,Heavy,2017,10,17,0
2017-04-05,Tuesday,2,129,15,11,Heavy,2017,4,5,0
2017-04-10,Sunday,7,109,43,39,Heavy,2017,4,10,1
2017-03-03,Thursday,4,87,19,15,Heavy,2017,3,3,0
2017-06-22,Wednesday,3,121,9,30,Heavy,2017,6,22,0
2017-09-23,Friday,5,62,15,44,Heavy,2017,9,23,0
2017-11-26,Saturday,6,82,40,15,Heavy,2017,11,26,1
2017-10-29,Saturday,6,84,19,19,Heavy,2017,10,29,1
2017-02-15,Tuesday,2,65,47,14,Heavy,2017,2,15,0
2017-05-04,Wednesday,3,130,39,19,Heavy,2017,5,4,0
2017-10-14,Friday,5,108,18,18,Heavy,2017,10,14,0
2017-05-09,Monday,1,114,16,36,Heavy,2017,5,9,0
2017-09-03,Saturday,6,76,13,12,Heavy,2017,9,3,1
2017-04-04,Monday,1,37,38,15,Heavy,2017,4,4,0
2017-10-02,Sunday,7,55,31,26,Heavy,2017,10,2,1
2017-11-02,Wednesday,3,70,23,33,Heavy,2017,11,2,0
2017-08-03,Wednesday,3,103,3,17,Heavy,2017,8,3,0
2017-11-28,Monday,1,94,15,27,Heavy,2017,11,28,0
2017-10-07,Friday,5,45,17,40,Heavy,2017,10,7,0
2017-11-11,Friday,5,38,17,20,Heavy,2017,11,11,0
2017-05-02,Monday,1,107,27,29,Heavy,2017,5,2,0
2017-03-18,Friday,5,65,8,39,Heavy,2017,3,18,0
2017-09-09,Friday,5,16,30,31,Heavy,2017,9,9,0
2017-08-30,Tuesday,2,108,13,33,Heavy,2017,8,30,0
2017-12-05,Monday,1,60,13,27,Heavy,2017,12,5,0
2017-05-27,Friday,5,126,41,33,Heavy,2017,5,27,0
2017-04-06,Wednesday,3,116,34,44,Heavy,2017,4,6,0
2017-04-22,Friday,5,129,34,28,Heavy,2017,4,22,0
2017-09-23,Friday,5,87,20,18,Heavy,2017,9,23,0
2017-07-03,Sunday,7,58,10,22,Heavy,2017,7,3,1
2017-09-02,Friday,5,68,21,23,Heavy,2017,9,2,0
2017-10-23,Sunday,7,52,9,37,Heavy,2017,10,23,1
2017-06-29,Wednesday,3,68,24,18,Heavy,2017,6,29,0
2017-09-26,Monday,1,129,42,45,Heavy,2017,9,26,0
2017-02-07,Monday,1,83,10,39,Heavy,2017,2,7,0
2017-01-14,Saturday,6,33,24,40,Heavy,2017,1,14,1
2017-07-26,Tuesday,2,65,40,37,Heavy,2017,7,26,0
2017-07-30,Saturday,6,63,14,6,Heavy,2017,7,30,1
2017-04-07,Thursday,4,63,37,36,Heavy,2017,4,7,0
2017-09-28,Wednesday,3,27,16,15,Heavy,2017,9,28,0
2017-11-05,Saturday,6,33,14,15,Heavy,2017,11,5,1
2017-09-18,Sunday,7,117,36,38,Heavy,2017,9,18,1
2017-08-04,Thursday,4,126,26,40,Heavy,2017,8,4,0
2017-10-10,Monday,1,127,31,37,Heavy,2017,10,10,0
2017-01-25,Wednesday,3,68,39,12,Heavy,2017,1,25,0
2017-02-11,Friday,5,118,32,28,Heavy,2017,2,11,0
2017-09-25,Sunday,7,19,9,13,Heavy,2017,9,25,1
2017-12-07,Wednesday,3,41,40,10,Heavy,2017,12,7,0
2017-04-05,Tuesday,2,125,10,41,Heavy,2017,4,5,0
2017-05-30,Monday,1,18,0,44,Heavy,2017,5,30,0
2017-04-18,Monday,1,114,28,13,Heavy,2017,4,18,0
2017-11-23,Wednesday,3,84,40,41,Heavy,2017,11,23,0
2017-01-21,Saturday,6,91,3,44,Heavy,2017,1,21,1
2017-09-22,Thursday,4,89,37,11,Heavy,2017,9,22,0
2017-11-05,Saturday,6,23,12,9,Heavy,2017,11,5,1
2017-03-31,Thursday,4,96,1,17,Heavy,2017,3,31,0
2017-09-04,Sunday,7,52,6,13,Heavy,2017,9,4,1
2017-12-16,Friday,5,65,31,44,Heavy,2017,12,16,0
2017-10-05,Wednesday,3,61,13,32,Heavy,2017,10,5,0
2017-09-02,Friday,5,19,27,41,Heavy,2017,9,2,0
2017-02-23,Wednesday,3,26,28,8,Worst,2017,2,23,0
2017-09-12,Monday,1,97,20,35,Worst,2017,9,12,0
2017-10-02,Sunday,7,40,36,40,Worst,2017,10,2,1
2017-01-19,Thursday,4,107,39,19,Worst,2017,1,19,0
2017-03-09,Wednesday,3,125,36,23,Worst,2017,3,9,0
2017-01-13,Friday,5,129,19,12,Worst,2017,1,13,0
2017-05-14,Saturday,6,103,33,34,Worst,2017,5,14,1
2017-11-16,Wednesday,3,80,22,42,Worst,2017,11,16,0
2017-12-18,Sunday,7,114,27,17,Worst,2017,12,18,1
2017-09-16,Friday,5,122,10,35,Worst,2017,9,16,0
2017-08-12,Friday,5,20,14,14,Worst,2017,8,12,0
2017-04-10,Sunday,7,79,4,27,Worst,2017,4,10,1
2017-06-10,Friday,5,38,5,45,Worst,2017,6,10,0
2017-01-10,Tuesday,2,124,19,12,Worst,2017,1,10,0
2017-04-28,Thursday,4,107,7,37,Worst,2017,4,28,0
2017-05-04,Wednesday,3,35,30,31,Worst,2017,5,4,0
2017-08-15,Monday,1,63,10,27,Worst,2017,8,15,0
2017-11-08,Tuesday,2,21,41,40,Worst,2017,11,8,0
2017-01-09,Monday,1,90,0,30,Worst,2017,1,9,0
2017-07-27,Wednesday,3,95,3,19,Worst,2017,7,27,0
2017-09-27,Tuesday,2,48,2,17,Worst,2017,9,27,0
2017-09-05,Monday,1,88,1,26,Worst,2017,9,5,0
2017-04-06,Wednesday,3,59,30,28,Worst,2017,4,6,0
2017-09-20,Tuesday,2,107,42,16,Worst,2017,9,20,0
2017-08-03,Wednesday,3,72,21,27,Worst,2017,8,3,0
2017-11-30,Wednesday,3,108,4,9,Worst,2017,11,30,0
2017-11-28,Monday,1,64,25,23,Worst,2017,11,28,0
2017-10-16,Sunday,7,68,26,6,Worst,2017,10,16,1
2017-11-30,Wednesday,3,105,33,7,Worst,2017,11,30,0
2017-05-16,Monday,1,71,24,8,Worst,2017,5,16,0
2017-06-21,Tuesday,2,90,13,11,Worst,2017,6,21,0
2017-07-26,Tuesday,2,88,5,25,Worst,2017,7,26,0
2017-11-06,Sunday,7,127,28,13,Worst,2017,11,6,1
2017-09-02,Friday,5,21,16,11,Worst,2017,9,2,0
2017-02-25,Friday,5,32,5,43,Worst,2017,2,25,0
2017-01-20,Friday,5,126,8,37,Worst,2017,1,20,0
2017-08-27,Saturday,6,104,47,27,Worst,2017,8,27,1
2017-10-30,Sunday,7,16,1,37,Worst,2017,10,30,1
2017-02-26,Saturday,6,117,23,22,Worst,2017,2,26,1
2017-01-18,Wednesday,3,112,7,28,Worst,2017,1,18,0
2017-07-17,Sunday,7,126,35,10,Worst,2017,7,17,1
2017-12-31,Saturday,6,90,21,36,Worst,2017,12,31,1
2017-07-24,Sunday,7,61,5,35,Worst,2017,7,24,1
2017-12-24,Saturday,6,31,26,34,Worst,2017,12,24,1
2017-10-17,Monday,1,109,38,9,Worst,2017,10,17,0
2017-05-10,Tuesday,2,71,14,37,Worst,2017,5,10,0
2017-09-23,Friday,5,17,12,14,Worst,2017,9,23,0
2017-12-02,Friday,5,68,29,36,Worst,2017,12,2,0
2017-10-12,Wednesday,3,76,27,7,Worst,2017,10,12,0
2017-04-21,Thursday,4,45,21,15,Worst,2017,4,21,0
2017-06-12,Sunday,7,17,1,8,Worst,2017,6,12,1
2017-09-05,Monday,1,93,46,18,Worst,2017,9,5,0
2017-02-01,Tuesday,2,106,46,33,Worst,2017,2,1,0
2017-11-04,Friday,5,80,32,12,Worst,2017,11,4,0
